v1,yearq,airline,year,quarter,totalrecords,ontime,cancelled,diverted,aircarrierdelay,extremeweatherdelay,nasdelay,securitydelay,latearrivingaircraftdelay,totaldelay,enplanedpassengers,totalbag,pper1000,flightproblems,oversales,reservation,fares,refunds,baggage,customerservice,disability,advertising,discrimination,animals,other,totalcomplaint,cash,curr_assets,prop_equip,prop_equip_no_tot,assets,curr_liabilities,non_rec_liab,sh_hld_equity,liab_sh_hld_equity,net_income,op_profit_loss,trans_rev_pax,mail,total_property,prop_freight,prop_bag,op_revenues,op_expenses,tdomt_gallons,tdomt_cost,empfte,tot_fly_ops,total_air_hours,air_days_assign,totalpercent,hetero,salaries,landing_fees,revpaxenplaned,revpaxmiles,revtonmiles,avltonmiles,avlseatmiles,revmilesflown,revmilesched,revairhours,airhourramp2ramp,sparsity,grandtotalflights,heterogeneity,lfp,lff,yieldpax,yield_or,fleetutil,avglandingfee,fueleff,lcc,recession,percpita_gdp,percent_gdp,avg_fare,adj_avg_fare,percent_chg_fare,carriercode,occasion,occasioncount,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,ltdomt_cost,lrevpaxenplaned,lempfte,revpaxmileTotal,lMKTshare,OPOR,lyield_mean,lLFP_mean,lfleetutil_mean,lfueleff_mean,lpOntime_mean,lmisbagg_mean,ltotaldelay_mean,lcomplaint_mean,lhetero_mean,lavglandfee_mean,lsparsity_mean,lMKTshare_mean,ltdomt_cost_mean,lrevpaxenplaned_mean,lempfte_mean,lyield_w,lLFPw,lfleetutil_w,lfueleff_w,lpOntime_w,lmisbagg_w,ltotaldelay_w,lcomplaint_w,lhetero_w,lavglandfee_w,lsparsity_w,lMKTshare_w,ltdomt_costw,lrevpaxenplaned_w,lempfte_w,clyield_mean,clLFP_mean,clfleetutil_mean,clfueleff_mean,clpOntime_mean,clmisbagg_mean,cltotaldelay_mean,clcomplaint_mean,clhetero_mean,clavglandfee_mean,clsparsity_mean,clMKTshare_mean,cltdomt_cost_mean,clrevpaxenplaned_mean,clempfte_mean
817,20154,EXPRESSJET,2015,4,132440,106936,2777,458,6452,257,7507,0,8053,25504,5732016,25043,13.15,29,0,0,0,0,0,1,1,0,1,0,0,32,40886.41,368242.38,941415.06,0,1332994.1,397522.22,252429.63,482375.19,1332994.1,-6028.6899,-7103.25,258534.28,0,0,0,0,260330.27,267433.5,247962,590546,22492,110564.95,113.13,36.18,.72222221,.27777779,98631.789,165.59,5851590,2723410346,272341358,376704176,3378753109,62118642,63405252,164524,220807,.042626426,131698,.59089494,.80604005,.72295815,.094930343,.077049211,.13028607,1.2573464,13626.093,0,0,54260,-.04789,365.38889,414.80194,-.016843371,14,48,62,-2.3546119,-.21562184,-2.0380228,9.519742,-.2138992,2.5764217,10.14659,3.4657359,-.52611703,.22900346,-3.1552808,13.288803,15.582224,10.020915,147462193152,-3.9916868,-.027285533,-2.1573148,-.2483796,-1.3814694,6.5459085,-.283842,2.7756608,10.08081,3.1862864,-1.1278484,2.9023094,-2.7273753,-4.2049046,15.88441,15.198602,9.8130302,-.1972971,.032757759,-.65655339,2.9738336,.069942802,-.19923902,.06578064,.27944946,.60173136,-2.673306,-.42790556,.21321774,-2.5956068,.38362217,.20788479,-.13518074,-.031955861,-.28177008,2.0925965,-.039903786,.29275933,.49482179,-.88821578,-.52306777,-2.3752286,-.30672249,-.85817397,-2.9833853,-.40603063,-.69354498
818,20154,ALASKA,2015,4,42876,37015,172,109,1400,153,2545,35,1447,5861,5484486,16610,9.0799999,10,1,6,0,1,1,6,3,0,0,0,1,29,72635,3829405,4258026,0,8128751,2644681,951516,3567370,8128751,183247,252914,926369,7532,0,16430,23696,1331379,1078465,110168231,174891063,32806,294296,118.12,12.51,.78125,.21875,217713,19550,5278765,7153508014,730557907,1089538554,8613248345,53103694,52782228,116881,133390,.11057843,46049,.69961351,.83052385,.67052048,.12949856,.1545734,.39341861,424.54776,78.182686,0,0,54260,-.04789,365.38889,414.80194,-.016843371,2,48,64,-2.0440855,-.18569863,-.93288106,4.3590484,-.14698899,2.2060742,8.6760759,3.3672957,-.35722724,6.0510244,-2.2020302,18.979673,15.479202,10.398367,147462193152,-3.025969,.18996394,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,-.011995554,.020404726,.020774245,.099128723,.057647273,-.09707737,-.19061947,.13833499,-.0085166693,.17130184,.039959908,.17469072,-.22268295,.11770058,.040309906,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
819,20154,HAWAIIAN,2015,4,18526,17143,22,11,844,24,19,2,461,1383,2461330,6971,8.4700003,4,1,1,2,0,1,2,6,0,0,0,2,19,115956.26,662311.38,1499811,0,2377605.8,764068.75,911992.06,538861.5,2377605.8,57925.461,106881.74,385383.97,243.28,0,13318.91,13312.17,441000.16,334118.44,40535322,58126375,15001,112855.62,26.07,3.8900001,.625,.375,67897.547,6775.29,2355539,2541754815,291029610,522240450,2998844695,11639225,11642253,26059,31453,.25006282,18566,.58224225,.84757799,.5572713,.15162122,.14705668,.27924165,364.92999,73.981026,0,0,54260,-.04789,365.38889,414.80194,-.016843371,16,48,64,-1.8863698,-.16537242,-1.2756777,4.3038087,-.07758522,2.1365306,7.2320104,2.9444389,-.5408687,5.8997054,-1.3860431,17.87813,14.67228,9.6158724,147462193152,-4.0607171,.24236214,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,.10330486,-.022330537,-.070394397,.024337769,.0098757595,.047073603,.050482273,.055951357,.13113296,.22133875,-.044548035,.11983109,-.18954086,.14411163,.19133759,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
820,20154,DELTA,2015,4,218419,193216,216,319,8468,1079,8256,14,6850,25202,29482584,54388,5.5900002,64,11,30,14,3,32,44,22,0,0,0,6,226,1900122,9003915,22996820,27966,53155064,17526652,24317248,11243143,53155064,778957,1234402,4272898,15160,0,59324,213799,6744609,5510207,438723197,841070831,237594,1434962,423.91,54.400002,.815,.185,1346963,74397,28998853,26451165734,2741596873,4026138820,30347616696,186966893,185854220,423925,513688,.092390463,220217,.88475525,.87160605,.68094939,.16153912,.2222451,.32468596,337.83496,69.172585,0,0,54260,-.04789,365.38889,414.80194,-.016843371,11,48,64,-1.8230079,-.13741773,-1.1248969,4.2366047,-.1226065,1.7209793,10.134679,5.4205351,-.12244422,5.8225574,-2.3817315,20.550186,17.182766,12.378319,147462193152,-1.7182716,.18302055,-1.9633139,-.17911391,-1.0371306,4.2016807,-.20654429,2.3056192,10.351294,5.5749292,-.1888292,5.9221725,-2.31025,-1.8423537,20.599318,16.933538,12.189204,.140306,.041696176,-.08776629,.03492403,.083937794,-.58463991,-.21661472,-.15439415,.066384979,-.099615097,-.071481466,.12408209,-.049131393,.24922752,.18911457,.058820102,.037309833,.062568694,-.25163129,.037393916,-.17728217,.76530576,1.500427,.4159514,.64463443,.11040274,1.5043769,1.7315223,1.3289061,1.682629
821,20154,VIRGIN,2015,4,16412,13004,124,38,694,218,1031,22,1281,3408,1792465,1584,2.6500001,14,0,1,4,1,6,11,3,0,0,0,0,40,160263.2,526580.25,438898.66,0,1568531.4,417434.19,294731.5,808147.5,1568531.4,189457.13,18803.029,333615.91,0,0,0,14798.52,381312.63,362509.59,44181150,62268008,8201,160420.95,49.68,5.0599999,.55555558,.44444445,58269.32,10580.13,1813220,2657679227,265767922,426341031,3274935992,22868980,22975502,49614,55808,.14789671,16287,.26761678,.81152099,.62336934,.12552904,.11643361,.40909091,649.60583,74.125183,1,0,54260,-.04789,365.38889,414.80194,-.016843371,28,48,25,-2.0752182,-.20884502,-.8938179,4.3057551,-.23275577,.97455966,8.1338806,3.6888795,-1.3181993,6.4763656,-1.9112412,17.946959,14.410615,9.0120115,147462193152,-4.0161185,.049311321,-2.0840051,-.20141472,-.77785075,4.3140221,-.24077527,1.1302577,8.0581341,3.1413183,-1.2577919,6.4198084,-1.8313398,-3.9676974,18.327936,14.356807,8.9815845,.0087869167,-.0074303001,-.11596715,-.0082669258,.0080195069,-.15569806,.075746536,.54756117,-.0604074,.056557178,-.079901338,-.048421144,-.38097763,.053808212,.030426979,-.061871078,.015009023,.32184854,-.13928987,.0031629403,-1.3526437,-1.5278537,-.93318391,-.65301126,1.1422703,.58931297,-.62096679,-.53985906,-1.2478256,-1.5249907
822,20154,SKYWEST,2015,4,143690,114895,2343,404,6273,655,8600,65,10457,28797,7149203,27179,11.48,32,0,0,0,0,1,2,1,0,0,0,0,36,170221,786888,2529333,0,4039016,540156,1480538,1816084,4039016,27485,51132,459145,0,0,0,0,472592,421460,14878788,27269075,30911,203365,198.2,26.4,.5,.5,119029,4441,7358184,4189383093,418938310,612945633,5031773787,79000428,80189379,198414,264357,.034511063,142731,.68366432,.83258575,.68348366,.10959728,.09392155,.31281567,31.114473,338.18439,0,0,54260,-.04789,365.38889,414.80194,-.016843371,23,48,64,-2.2109427,-.18321906,-1.1621412,5.8235912,-.22363953,2.4406064,10.268026,3.583519,-.38028824,3.4376731,-3.3664753,17.121264,15.811324,10.338867,147462193152,-3.5610182,.10819481,-1.938171,-.2282016,-1.2562724,5.0021067,-.22799358,2.8177874,10.31873,3.5855629,-.43981639,4.0690184,-3.1773868,-3.7470846,18.032272,15.650149,10.270409,-.27277172,.044982538,.094131231,.82148457,.0043540448,-.37718105,-.050704002,-.0020439625,.059528142,-.63134527,-.18908858,.18606639,-.91100883,.16117477,.068458557,.083963014,-.011777855,-.15657315,.54879475,.015944635,.33488598,.73274255,-.48893926,.16496421,-1.2085197,-.75673395,-.40035403,-.83552289,.045517001,-.2361666
823,20154,AMERICAN,2015,4,227723,188691,2555,577,12098,1162,12625,175,9841,39033,30535417,115970,11.42,320,47,139,93,121,162,110,62,3,2,0,27,1086,363794.88,11163621,27195740,17820,50438332,13377518,26696392,9697968,50438332,3542267,855518.5,4700787,3591.98,0,25834.359,159601.2,6325267,5469748.5,542586108,778994060,291519,1567199.6,518.33002,64.699997,.86734694,.13265306,1200452.1,94509.18,29818609,31574987061,3227049046,5077281817,36707510548,230953789,233008852,520130,622021,.058392126,226280,.7816332,.86017781,.63558596,.14887692,.17231533,.33380345,417.66476,67.652878,0,0,54260,-.04789,365.38889,414.80194,-.016843371,6,48,64,-1.9046353,-.15061615,-1.0972029,4.2143898,-.18801922,2.4353662,10.572163,6.9902563,-.2463697,6.0346789,-2.8405743,20.473515,17.210644,12.58286,147462193152,-1.5412066,.13525413,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,.084489822,.035072416,-.027980804,.065067291,.076287508,-.12512159,-.015926361,.97370434,.14638798,-.14785337,-.38588929,.25177634,-.15426445,.37023735,.24505806,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
824,20154,SPIRIT,2015,4,31043,22956,348,38,1491,71,4535,39,1564,8086,4274956,10266,7.1799998,119,18,92,76,44,72,59,19,3,2,0,7,511,803631.88,1026340.8,1131054.1,0,2530545.5,468456.69,0,1341492.5,2530545.5,72242.398,110348.96,269082.59,0,0,0,66976.367,476698.41,366349.44,60945678,96499320,13855,190041.02,69.300003,6.52,.625,.375,68821.359,13544.22,4176119,4343673569,434367357,676165991,5255824512,30784610,30784610,68824,81051,.054197773,30800,.53586477,.82644951,.64239752,.061948162,.090699069,.44286808,439.74741,86.237854,1,0,54260,-.04789,365.38889,414.80194,-.016843371,25,48,20,-2.7814574,-.19061644,-.81448334,4.4571095,-.30179399,1.9712994,8.9978895,6.2363696,-.62387347,6.0862007,-2.9151154,18.385046,15.244893,9.5364017,147462193152,-3.5248513,.2314859,-2.7729723,-.16863665,-.84288037,4.4561677,-.27516574,1.9542103,9.097209,5.7830153,-.52140528,6.1523318,-2.9919202,-3.3443189,18.810316,15.527945,9.8027573,-.0084850788,-.021979794,.028397024,.00094175339,-.026628256,.017089128,-.099319458,.45335436,-.10246819,-.066131115,.076804876,-.18053246,-.42527008,-.28305149,-.26635551,-.75083828,.047787093,.25681892,.0028557563,-.031227523,-.52869111,-.48877883,1.708513,.083375312,.87479371,-.57126743,.0024117136,-.057479158,-.076687783,-.70381796
825,20154,UNITED,2015,4,131984,109872,1221,297,7360,655,5973,1,6604,22111,18572783,55301,9,183,21,68,46,33,99,82,37,5,8,0,13,595,2999941,7868909.5,21579760,53071.461,40860732,12416619,18570286,8962769,40860732,511127.31,640182.5,3197976.5,26080.42,0,32503.369,84256.031,5366453,4726270.5,367288619,509447398,236172,1139523.4,412.67999,42.689999,.74489796,.25510204,954734,107700.09,18277424,23868796382,2492811242,3684795359,27750398978,167243348,168035974,361856,418834,.066030174,131596,.81654769,.86012447,.67651278,.13398147,.1933829,.40278754,818.41461,75.554749,0,0,54260,-.04789,365.38889,414.80194,-.016843371,26,48,64,-2.0100539,-.15067817,-.90934604,4.3248577,-.18336464,2.1972246,10.003831,6.3885612,-.20266996,6.7073689,-2.7176435,20.048838,16.721178,12.372315,147462193152,-1.8209999,.11929341,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,.038877964,.022477657,-.037524998,.06675005,.063439667,-.24364281,-.15798283,.5089426,.019251809,.2212162,-.12338877,.12269497,-.31552696,.1534214,.2097311,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
826,20154,FRONTIER,2015,4,23984,18730,133,35,1236,52,2221,0,1577,5254,3462859,10001,8.6599998,38,4,24,17,4,26,15,9,2,0,0,5,144,419309.03,532763.31,457357.34,0,1128712.4,487936.38,119144.98,341533.88,1128712.4,18554.939,37986.469,266223.63,0,0,0,69812.758,383192.78,345206.31,48166997,64100146,8733,193626.7,55.490002,5.3899999,.625,.375,81776.211,12771.09,3428184,3424298252,342429825,389399803,3890473286,23909116,23907392,52956,63174,.087463357,24201,.50201941,.88017523,.8793785,.077745453,.098495156,.42895794,527.70917,80.770515,1,0,54260,-.04789,365.38889,414.80194,-.016843371,15,48,59,-2.5543153,-.12763426,-.84639639,4.3916121,-.24726042,2.1587148,8.5667448,4.9698133,-.68911648,6.2685452,-2.4365354,17.975958,15.047542,9.0748644,147462193152,-3.7626753,.09913148,-2.3166032,-.16297232,-.86293924,4.2506828,-.26682985,2.2212188,8.5602121,3.8751516,-.70109469,6.0136666,-2.0599482,-3.9503918,18.405107,14.855331,9.4184647,-.23771214,.035338059,.016542852,.14092922,.019569427,-.062504053,.0065326691,1.0946617,.011978209,.25487852,-.37658715,.18771648,-.42914963,.1922102,-.34360027,-.29446915,.053451426,.23676005,-.2026291,-.022891635,-.2616826,-1.0257757,-.19935057,-.096314095,.73612851,.36070457,-.60366118,-.46268776,-.7493009,-1.0881106
827,20154,ENVOY,2015,4,63280,52870,1983,214,2327,708,2396,28,2754,10410,2635509,16517,18.99,17,3,0,0,0,1,5,7,0,0,0,0,33,165.39,109181.27,126926.65,2809.3201,301136.75,86211.453,34631.25,179382.2,301136.75,30.040001,-21779.32,146325.66,0,0,0,0,193062.69,214842.02,0,0,32030,44155.879,70.300003,46.709999,.625,.375,109305.69,0,2608137,1086651853,108711869,172239919,1371672313,25515208,26274232,68334,94749,.11609419,61755,.52853918,.79220951,.63116533,.13465735,.14074986,.06270963,0,0,0,0,54260,-.04789,365.38889,414.80194,-.016843371,13,48,56,-2.0050218,-.23292939,-2.7692404,,-.17973325,2.9439125,9.2505226,3.4965076,-.63763833,,-2.1533535,,14.774147,10.374428,147462193152,-4.9104705,-.11280958,-1.6408215,-.29306766,-1.6029867,3.6849475,-.29583371,3.2101371,10.196259,3.7423904,-.42317587,3.3110759,-2.5845485,-4.3169031,18.751755,15.193357,10.330316,-.36420035,.06013827,-1.1662537,,.11610046,-.26622462,-.94573593,-.24588275,-.21446246,,.43119502,-.59356737,,-.41921043,.044112206,.38131258,-.076643921,-.50328737,-.76836443,-.051895496,.72723573,.61027074,-.33211181,.18160473,-1.9664621,-.1638957,-.97017252,-.11604048,-.41127488,-.17625964
828,20154,SOUTHWEST,2015,4,316037,260117,2914,621,16699,1131,9692,105,24758,55920,36910513,120037,9.75,54,7,12,9,8,30,11,28,2,0,0,5,166,101986,4023781,15601194,0,21311648,7406326,2647743,10539345,21311648,527179,1009395,4478785,0,0,43772,9893,4895785,3886390,477706186,747660055,148328,1388637,544.27002,62.580002,.68000001,.31999999,1161546,118921,36443596,28953462477,2930714984,4153779016,34380270660,231864527,233376637,538248,633139,.02962625,313760,.48607901,.84215343,.70555389,.1546891,.14240099,.36238283,379.01898,71.96949,1,0,54260,-.04789,365.38889,414.80194,-.016843371,24,48,63,-1.866338,-.17179306,-1.0150541,4.2762423,-.19472776,2.2772672,10.931678,5.1119876,-.72138411,5.9375863,-3.5190945,20.432459,17.411276,11.907182,147462193152,-1.627882,.20617634,-1.9381496,-.24768832,-.99800581,4.2257662,-.22438076,2.4071965,10.974837,4.4619985,-.73705715,5.7340302,-3.4921861,-1.8572142,20.49897,17.183941,11.724526,.071811557,.075895265,-.017048299,.050476074,.029652998,-.1299293,-.043159485,.64998913,.015673041,.20355606,-.026908398,.22933221,-.066511154,.22733498,.18265533,.083984472,-.031264581,.10169348,-.22754575,.019557452,-.075704895,1.3888495,.38749626,-.13227655,.45649216,-1.0715333,1.4895164,1.6311748,1.5793085,1.2179512
829,20161,EXPRESSJET,2016,1,126480,102393,3503,358,6123,295,6569,0,7239,24087,5191482,22633,13.12,18,0,0,0,0,0,1,0,0,0,0,0,19,40886.41,368242.38,941415.06,0,1332994.1,397522.22,252429.63,482375.19,1332994.1,-5298.5,-5888.8901,253360.02,0,0,0,0,255154.69,261043.56,241208,532154,21654,105012.48,152.58,36.18,.72222221,.27777779,94586.852,107.78,5277961,2414606871,241461195,350036753,3131312248,57412615,59136613,153380,207197,.043191142,124822,.60487854,.77111661,.68981671,.10492806,.081484906,.17571864,.8634696,12981.793,0,0,54491,.42572999,359.46667,407.81528,-.023198448,14,49,62,-2.2544804,-.25991568,-1.7388712,9.471303,-.21126585,2.5741377,10.089428,2.9444389,-.50272757,-.14679658,-3.1421199,13.184689,15.479051,9.9829454,139635408896,-4.0574985,-.023079686,-2.1573148,-.2483796,-1.3814694,6.5459085,-.283842,2.7756608,10.08081,3.1862864,-1.1278484,2.9023094,-2.7273753,-4.2049046,15.88441,15.198602,9.8130302,-.097165585,-.011536077,-.35740185,2.9253945,.07257615,-.20152307,.0086183548,-.24184752,.62512082,-3.0491061,-.41474462,.1474061,-2.6997213,.28044891,.1699152,-.13518074,-.031955861,-.28177008,2.0925965,-.039903786,.29275933,.49482179,-.88821578,-.52306777,-2.3752286,-.30672249,-.85817397,-2.9833853,-.40603063,-.69354498
830,20161,SKYWEST,2016,1,145292,115281,3290,514,6384,675,8370,43,10735,30011,6828375,24435,10.79,23,1,0,0,0,1,5,0,0,0,0,2,32,249110,777966,2580425,0,4085500,540342,1487627,1844761,4085500,28126,50644,458104,0,0,0,0,473434,422790,16799914,24789985,31639,204717,195.34,30.450001,.5,.5,121352,4337,6938008,3942213752,394221375,603338510,4934818696,77566383,79132065,195966,261630,.033983637,143482,.68764597,.79885685,.6534,.11620476,.095937468,.26729611,30.226788,293.74072,0,0,54491,.42572999,359.46667,407.81528,-.023198448,23,49,64,-2.1524014,-.22457351,-1.3193983,5.6826973,-.23137288,2.3786197,10.309319,3.4657359,-.37448114,3.4087286,-3.3818762,17.025949,15.752525,10.362145,139635408896,-3.5672925,.10697161,-1.938171,-.2282016,-1.2562724,5.0021067,-.22799358,2.8177874,10.31873,3.5855629,-.43981639,4.0690184,-3.1773868,-3.7470846,18.032272,15.650149,10.270409,-.21423042,.00362809,-.063125849,.68059063,-.0033793002,-.43916774,-.0094108582,-.11982703,.065335244,-.66028976,-.20448947,.17979217,-1.0063229,.10237598,.091736794,.083963014,-.011777855,-.15657315,.54879475,.015944635,.33488598,.73274255,-.48893926,.16496421,-1.2085197,-.75673395,-.40035403,-.83552289,.045517001,-.2361666
831,20161,SPIRIT,2016,1,32647,21321,886,42,1523,57,7059,27,1731,11325,4557115,10815,7.1300001,221,24,89,53,48,45,39,11,3,4,0,5,542,902809,1069315.1,1338742,0,2763247.8,570224.13,0,1400811.8,2763247.8,56656.43,92688.953,275323.22,0,0,0,93895.547,492400.75,399711.81,60095527,78930707,14667,177466.44,72.400002,6.6300001,.625,.375,80874.117,14279.25,4435937,4628536140,462853614,979416475,5445394269,31704080,31703128,71276,84043,.053569186,31858,.56315744,.84999102,.472581,.059483863,.090425178,.45500252,448.21552,90.612305,1,0,54491,.42572999,359.46667,407.81528,-.023198448,25,49,20,-2.8220501,-.16252948,-.78745234,4.5065899,-.42606047,1.9643112,9.3347683,6.2952662,-.57419604,6.1052742,-2.9267812,18.18408,15.305249,9.5933552,139635408896,-3.4067941,.18823886,-2.7729723,-.16863665,-.84288037,4.4561677,-.27516574,1.9542103,9.097209,5.7830153,-.52140528,6.1523318,-2.9919202,-3.3443189,18.810316,15.527945,9.8027573,-.049077749,.0061071664,.055428028,.050422192,-.15089473,.010100961,.23755932,.5122509,-.052790761,-.047057629,.065139055,-.062475204,-.62623596,-.22269535,-.20940208,-.75083828,.047787093,.25681892,.0028557563,-.031227523,-.52869111,-.48877883,1.708513,.083375312,.87479371,-.57126743,.0024117136,-.057479158,-.076687783,-.70381796
832,20161,JETBLUE,2016,1,68619,49099,1574,187,6034,377,4984,79,6286,19521,7667007,13416,5.27,25,1,5,2,3,14,11,6,1,0,0,1,69,757263.56,1774331.3,6721725,0,9061972,2474364.8,1332330.5,3793316,9061972,133739.45,237552.81,1182726.5,0,0,-11.99,46315.059,1291656.3,1054103.5,148147671,173490497,46095,378934.75,164.99001,16.01,.625,.375,237152.7,40545.461,7423169,8662204920,866220491,1294721667,10260461495,72433948,73707547,164754,191382,.070439428,67257,.51692212,.84423149,.66903991,.13653873,.12588675,.42939308,602.84369,69.258339,1,0,54491,.42572999,359.46667,407.81528,-.023198448,18,49,64,-1.9911469,-.16932856,-.84538251,4.2378435,-.3347308,1.6620303,9.8792458,4.2341065,-.65986305,6.4016581,-2.653002,18.971634,15.820117,10.73846,139635408896,-2.7800655,.18391334,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,.14004457,.013746902,-.0026540756,-.00020217896,-.037721962,-.37509739,.39714241,.26202321,.32935292,.15945053,-.23707056,.2173872,-.39588547,.24182606,.2460413,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
833,20161,UNITED,2016,1,122955,102269,2167,192,5948,845,5910,3,5621,20686,16671979,45469,8.21,184,21,70,44,65,112,75,50,2,3,0,19,645,1788612,7266700.5,22005562,24489.561,40373444,13384034,18214940,7836722.5,40373444,324665.56,585191.56,2837652,19748.99,0,29133.25,80400.141,4965592,4380400.5,335390652,365689728,238529,978520.5,378.09,40.529999,.74489796,.25510204,918718,98039.641,16345980,21312893429,2220737029,3362951818,25530363364,153558941,155996144,334492,386331,.066081472,121157,.8238517,.83480573,.66035348,.1331425,.19449751,.38869357,809.19501,76.121269,0,0,54491,.42572999,359.46667,407.81528,-.023198448,26,49,64,-2.0163352,-.18055624,-.94496399,4.3323278,-.18421184,2.1053529,9.937212,6.4692502,-.19376473,6.6960402,-2.716867,19.717297,16.609493,12.382246,139635408896,-1.8797226,.11784931,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,.032596588,-.0074004084,-.073142946,.074220181,.062592477,-.33551455,-.22460175,.58963156,.02815704,.2098875,-.12261224,.063972235,-.64706802,.041736603,.21966171,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
834,20161,SOUTHWEST,2016,1,313382,263489,5333,564,12883,1205,9546,99,20262,49892,34480308,100464,8.7799997,50,2,18,10,7,27,23,23,3,1,0,4,168,158107,4574381,15964192,0,22240696,8253010,2457949,11173594,22240696,501366,925408,4312008,0,0,41329,10053,4732207,3806799,469038057,809244148,151341,1477001,542.35999,62.299999,.68000001,.31999999,1026802,118988,33960178,27542042796,2754701016,4131401879,34188253003,230478308,233794918,536446,630482,.028985072,308552,.4843154,.80559957,.66677147,.15656094,.13841617,.36273408,385.63354,72.890144,1,0,54491,.42572999,359.46667,407.81528,-.023198448,24,49,63,-1.8543099,-.21616848,-1.0140853,4.2889533,-.17341127,2.1724763,10.817616,5.1239638,-.72501892,5.9548874,-3.5409744,20.511612,17.340698,11.927291,139635408896,-1.6233212,.19555527,-1.9381496,-.24768832,-.99800581,4.2257662,-.22438076,2.4071965,10.974837,4.4619985,-.73705715,5.7340302,-3.4921861,-1.8572142,20.49897,17.183941,11.724526,.083839655,.031519845,-.016079485,.063187122,.050969496,-.23472023,-.15722179,.66196537,.012038231,.22085714,-.048788309,.23389304,.012641907,.15675735,.20276451,.083984472,-.031264581,.10169348,-.22754575,.019557452,-.075704895,1.3888495,.38749626,-.13227655,.45649216,-1.0715333,1.4895164,1.6311748,1.5793085,1.2179512
835,20161,FRONTIER,2016,1,20802,17314,362,38,754,61,1091,0,1182,3488,3050896,8751,8.6000004,36,7,21,11,12,16,16,4,0,1,0,8,132,359807.16,480220.69,501238.38,0,1112286,550224.19,105756.57,282216.38,1112286,39679.328,63987.801,230824.09,0,0,0,68146.219,349148.34,285160.53,42931690,43235232,8979,141861.06,50.84,5.2800002,.625,.375,45576.988,9672.1504,3011629,3164575776,316457578,360501544,3605015442,21473135,21473135,47775,56553,.090293273,20548,.55963528,.87782586,.87782586,.072939977,.096850723,.40119949,470.71005,83.970963,1,0,54491,.42572999,359.46667,407.81528,-.023198448,15,49,59,-2.6181185,-.13030705,-.91329652,4.4304709,-.18353371,2.1517622,8.1570835,4.882802,-.58046997,6.1542425,-2.4046924,17.582167,14.917992,9.102644,139635408896,-3.7870157,.18326823,-2.3166032,-.16297232,-.86293924,4.2506828,-.26682985,2.2212188,8.5602121,3.8751516,-.70109469,6.0136666,-2.0599482,-3.9503918,18.405107,14.855331,9.4184647,-.30151534,.032665268,-.050357282,.17978811,.083296135,-.069456577,-.40312862,1.0076504,.12062472,.14057589,-.34474421,.16337609,-.82294083,.062660217,-.31582069,-.29446915,.053451426,.23676005,-.2026291,-.022891635,-.2616826,-1.0257757,-.19935057,-.096314095,.73612851,.36070457,-.60366118,-.46268776,-.7493009,-1.0881106
